,comment,rating,label,comment_new
1030,"Quần đẹp lắm ạ, rộng lại đẹp, em 80kg nhưng mà mặc vẫn rộng thoải mái í 🥺 giao hàng hơi lâu nhưng mà hàng đẹp và shop rất cute nên em cho 1000 sao cũng đượt hihi 😘 sau em sẽ ủng hộ thêm ạ! ( ảnh với vid chỉ mang tính chất lấy xu ạ, do cam hỏng nên em hong chụp fback được hic)",5,1,quần đẹp lắm rộng đẹp mặc rộng thoải_mái í hàng hơi hàng đẹp cửa tiệm dễ_thương đượt cười ủng_hộ ảnh vid tính_chất làm_hỏng hồng chụp fback
1032,"Giao hàng nhanh, shop đóng gói cẩn thận, giao đúng hàng mặc vừa đẹp",5,1,hàng cửa tiệm đóng_gói cẩn_thận hàng mặc đẹp
1035,"Giao hàng nhanh. Tuy nhiên có cái đc đóng túi, có cái ko. Chất mềm",5,1,hàng nhiên đóng túi chất mềm
1036,"Hàng thì chưa cho ck mặc nhưng shop ship rất nhanh, đổi màu gọi báo trước vì hết size. Nói chung ok mn nhé",5,1,hàng chồng mặc cửa tiệm đổi màu báo đồng_ý
1037,Đẹp nhưng chất vải hơi thô nhưng shop bảo có tặng khẩu trang như không có,5,1,đẹp chất vải hơi thô cửa tiệm bảo tặng khẩu
1038,"Màu đỏ dễ yêu, vì ck mình thích màu mè, 😂😂😂 cũng hơi rộng nhưng vẫn mặc",5,1,màu đỏ yêu_vì chồng thích màu_mè cười_cười_cười hơi rộng mặc
1039,"Áo đẹp lắm nha phối đồ rất bảnh chỉ tiếc là ko có túi ngoài với cúc áo , ship nhanh , anh ship thân thiện 90 điểm cho shop 5* ủng hộ",5,1,áo đẹp lắm phối đồ bảnh tiếc túi cúc áo chóng thân_thiện cửa tiệm
1040,"Giao hàng nhanh, sp khá ok, vừa túi tiền. Se ủng hộ shop lâu dài. Thanks",5,1,hàng túi tiền ủng_hộ cửa tiệm
1041,Vd ko liên quan nhưng quần đẹp giá như này hợp lý 😋😋😋😋😋😋😋😋😋 😋😋😋😋,5,1,ví_dụ không_liên_quân quần đẹp giá_như hợp_lý
1042,Quần chất đẹp. Đóng gói thì đẹp miễn chê. Đã mua nhiều lần và sẽ mua tiếp,5,1,quần chất đẹp đóng gói đẹp miễn chê tiếp
1043,"Sản phẩm như hình, chúc shop buôn bán thuận lợi, có nhiều đơn hàng nhé.",5,1,sản_phẩm hình chúc cửa tiệm buôn_bán thuận_lợi đơn hàng
1044,"Áo vải dày lắm ạ, 1m69 mang size 2 vừa in ạ.2eywuirurirtpvdsb",5,1,áo vải dày lắm kích_thước
1046,Chất lượng quyệt vời.Giao hàng nhanhChat lượng tuyệt vời.giao hàng nhanh,5,1,chất_lượng quyệt vời hàng nhanhchat_lượng tuyệt_vời hàng
1047,Áo dày dặn nên sẽ nóng. Mặc mùa hè không phù hợp để dành thu đông vậy,5,1,áo dày_dặn nóng mặc mùa hè không_phù_hợp để_dành đông
1048,"Hình ảnh ko liên quan, nhưng hàng đẹp, hơi rộng so vs mình xíu nhưng ngon, hàng ngon nha..",5,1,hình_ảnh không_liên_quan hàng đẹp hơi rộng xíu hàng
1050,Áo đẹp y hình nha. Ai cũng khen,5,1,áo đẹp hình ngợi
1053,"Má ơi cái áo mặc vào nó pheeeeeee lắm mn tui mặc vào ngáo luôn đó , áo có chống tia uv",5,1,má áo mặc pheeeeeee lắm mặc ngáo áo chống uv
1056,", Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền, Thời gian giao hàng rất nhanh",5,1,đóng gói sản_phẩm đẹp tiền thời hàng chóng
1057,"Tuyệt mình 1m68 64kg mặc đủ rộng thoải mái, áo dài thêm 2 3 phân nữa là chuẩn lun",5,1,tuyệt mặc rộng thoải_mái áo phân
1058,Áo rất đẹp. Giao hàng rất nhanh. Đặt hơn 1 ngày là nhận được hàng. Giá sale nên mua được rẻ,5,1,áo đẹp hàng hàng giá giá rẻ
1060,"Trui ưng quá tr quá đất, áo rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",5,1,trui ưng đất áo đẹp tuyệt_vời trông_đợi nhà_sản_xuất hàng sàn thương_mại_điện_tử vận_chuyển sản_phẩm tốt
1064,Sản phẩm chất lượng tốt giao hàng nhanh có diệp sẽ ủng hộ shop tiếp ,5,1,sản_phẩm chất_lượng tốt hàng chóng diệp ủng_hộ cửa tiệm tiếp
1065,"Shop dễ tính, tư vấn rất nhiệt tình, quần đẹp, form dáng chuẩn đét á. Nên mua nha mọi người ơi, ko vừa cho đổi size hoặc đến các chi nhánh gần đổi hàng cũng được nè",5,1,cửa tiệm dễ_tính tư_vấn nhiệt_tình quần đẹp form dáng chuẩn đét không_vừa đổi kích_thước nhánh đổi hàng
1066,Mình mua size nhỏ nên người nhà ko mặc vừa. Quần chất pha nilon khá dày dặn.,5,1,kích_thước người_nhà không_mặc quần chất dày_dặn
1069,"Sp ok nha, thanks shop mình 68kg 1m7 mặc L rất vừa và thoải mái, các bạn cứ yên tâm mua nhé",5,1,đồng_ý cửa tiệm mặc thoải_mái yên_tâm
1071,Quá lâu bọc quá cẩu thả! Quần ko hề giống tí gì,5,1,bọc quần không_hề tí
1075,"Giao hàng nhanh chóng và đóng gói cẩn thận, quần nhìn có vẻ vừa mang giặt rồi",5,1,hàng chóng chóng đóng_gói cẩn_thận quần giặt
1076,"Uy tín,hàng đẹp,tặng cả ship như này trời lạnh mặc áo len mặc sịp thì quá chất chơi người dơi.Thankshop",5,1,tín hàng đẹp tặng trời lạnh mặc áo mặc sịp chất dơi thankshop
1078,"shop giao hàng nhanh , màu quần ở ngoài nhìn hơi tối với cũ xíu , nhưng cũng ok 9/10",5,1,cửa tiệm hàng chóng màu quần hơi tối cũ xíu đồng_ý
1079,Hơi tiếc là chữ in ko nổi lắm áo tay dài ko quá mỏng ko dày thích hợp mặc lúc trời ấm chất mịn ,5,1,hơi tiếc chữ không_nổi lắm áo_dài không_quá mỏng không_dày thích_hợp mặc trời ấm chất
1084,Quần đẹp vải đẹp lắm . Mà size kg chuẩn 1 xíu nên mình chạy qua đổi đường hơi xa nha  . Mọi ng mua quần nên lên 1 sz,5,1,quần đẹp vải đẹp lắm kích_thước không_chuẩn xíu chạy đổi đường hơi quần
1085,"Hàng chất lượng tốt,có tặng em đôi vớ xinh xắn lắm,do dịch nên giao hơi lâu nhưng được cái áo chất lượng thì cg xứng đáng🥰",5,1,hàng chất_lượng tốt tặng vớ xắn lắm dịch hơi áo chất_lượng xứng
1086,"ĐẸP XỈU MẤY CHẾ ƯI❣️❣️❣️
Em đã xí ngay cho mình 1 chiếc roài ạ 🤣🤣🤣
‼️TÚI LƯỚI B.B.R C HỊN CHO CÁC TÌNH YÊU.
✔️Bên ngoài là lưới đan
✔️Kích thước: 26*13*20*28cm 
✔️ĐI chơi đi du lịch, ở nhà đi shopping cũng dùng được luôn. 
✔️Màu: be viền đen như ảnh cực #Trending 🤣🤣🤣
💲#xxkkkkk/em  thoai nhaaa",5,1,đẹp xỉu chế ưi xí roài cười_cười_cười lưới hịn tình_yêu lưới đan thước lịch sắm viền đen ảnh cực trending cười_cười_cười
1088,bên shop cho e hỏi bên mình có bán hàng nữ không ạ mua về hàng rẻ mà đẹp ưng ý quá bạn gái e cũng muốn mua mà lên tìm thì shop lại không có đồ nữ ạ nếu có cho e link mua đồ nữ luôn nhé,5,1,cửa tiệm hàng nữ không_ạ hàng rẻ đẹp ưng_ý gái cửa tiệm đồ nữ liên_kết đồ nữ
1091,"Chất lượng sản phẩm tốt, giao hàng nhanh, đóng gói cẩn thận. Cảm ơn shop",5,1,chất_lượng sản_phẩm tốt hàng đóng_gói cửa tiệm
1092,"Áo đẹp, form ổn, đáng tiền, nếu giặt k bong tróc nữa thì lần sau sẽ ủng hộ tiếp ",5,1,áo đẹp form ổn_đáng tiền giặt không_tróc ủng_hộ tiếp
1094,"áo đẹp, chất lượng ổn, đóng gói sản phẩm chắc chắn, giao hàng nhanh",5,1,áo đẹp chất_lượng ổn đóng_gói sản_phẩm hàng
1095,"Hình ảnh mang tính chất nhận xu , vải đẹp nhìn quần OK lắm nè. Đáng mua nha mọi người",5,1,hình_ảnh tính_chất vải đẹp quần đồng_ý lắm
1097,Áo này ae nên mua đúng size. Size chuẩn r. Mình bị hớ size mất r. Nhưng ko sao cho bố mặc :)). Mà kiểu áo này hợp trung niên hơn...ok 8x thì hợp. 9x nghỉ nhé,5,1,áo kích_thước chuẩn hớ kích_thước không_cho bố mặc kiểu áo hợp niên nghỉ
1098,"Shop ở BD nhưng giao vào TPHCM rất nhanh. Áo đẹp, đúng mẫu, ok lắm",5,1,cửa tiệm bd thành_phố hồ chí áo đẹp mẫu đồng_ý lắm
1099,Giao hàng rất nhanh.chất liệu vải thì ok voi tầm giá.k biết có bên hay không,5,1,hàng chất_liệu vải đồng_ý tầm giá cỏ_khô không
1102,"Quần mỏng,phù hợp với giá tiền.giao hàng hơi lâu..........",5,1,quần mỏng giá tiền hàng hơi
1103,Áo rẻ và đẹp phù hợp với giá tiền ,5,1,áo rẻ đẹp giá tiền
1106,Quần giao nhanh. Hộp đựng đẹp. Chất lượng sản phẩm tuyệt vời,5,1,quần hộp đựng đẹp chất_lượng sản_phẩm
1107,"Áo xinh lắm, mua cho anh người yêu mặc vừa vặn ",5,1,áo lắm người_yêu mặc
1109,"Áo đẹp , giống y như hình .shop giao đúng size ,đúng mẫu thanks shop nhé !!",5,1,áo đẹp hình_shop kích_thước mẫu cửa tiệm
1110,"Giao hangg nhanh, sản phẩm phù hợp giá tiền. Ủng hộ nhiều lần cho shop rồi",5,1,hangg sản_phẩm giá tiền ủng_hộ cửa tiệm
1112,"Giao hàng nhanh
Quần ổn so với giá tiền
Chỉ tiếc là ko đc chọn màu",5,1,hàng chóng quần ổn giá tiền tiếc màu
1114,"Vì số lượng e có hạn..nên chị em ưng mẫu nào ibox báo giúp e nhé. Đồ bộ Pijama lụa satin cao cấp mềm mịn, thoáng mát, dài tay kiểu dáng tiểu thư cực kì đáng yêu 🌼,",5,1,số_lượng hạn ưng mẫu ibox báo giúp đồ lụa satin mềm mịn thoáng mát kiểu_dáng tiểu_thư cực_kì yêu
1118,"Sp giống hình,kích cỡ đồ có vẻ nhỏ hơn so với số size.........",5,1,hình kích_cỡ đồ
1119,Chất lượng sản phẩm giống như quảng cáo. Sẽ mua lần nữa.,5,1,chất_lượng sản_phẩm quảng_cáo
1121,"Shop giao hàng nhanh ạ ! Đóng gói sản phẩm kĩ . giao đúng hàng ạ. Chất lượng rất ổn .sẽ quay lại ủng hộ shop nhiều .
Hàng đẹp, chất lượng quá ok so với giá tiền. Nhỏ gọn rất tiện lợi. Giao đúng mẫu đúng màu. Sẽ ủng hộ shop dài dài 😘
Mình nhận đc hàng r nè thời gian giao hành nhanh ghê vậy á, sử dụn",5,1,cửa tiệm hàng chóng đóng_gói sản_phẩm hàng chất_lượng ổn ủng_hộ cửa tiệm hàng đẹp chất_lượng đồng_ý giá tiền gọn tiện_lợi mẫu màu ủng_hộ cửa tiệm cười hàng thời hành chóng ghê sử
1122,Quần rất đẹp. Đúng số kg. Se quay lại ủng hộ dài dài ạ,5,1,quần đẹp ủng_hộ dài_dài
1123,Áo đẹp lắm nha mọi người chất liệu vãi lụa thoáng mát rất vừa vặn,5,1,áo đẹp lắm chất_liệu vãi lụa thoáng mát vừa_vặn
1125,Sản phẩm tốt hợp lý 5 sao,5,1,sản_phẩm tốt
1126,Áo khá đẹp giao hàng nhanh from vừa vặn…………………………………………….,5,1,áo đẹp hàng chóng
1127,"Giao hàng nhanh, quần chất đẹp, màu đẹp, giao đúng mẫu, chất áo mình không ưng lắm",5,1,hàng quần chất đẹp màu đẹp mẫu chất áo không_ưng lắm
1128,"Mua lần thứ 2 của shop hàng đẹp giao hàng nhanh, thêm ảnh và video",5,1,cửa tiệm hàng đẹp hàng ảnh
1129,"Ko biết ck có mặc vừa ko , chứ nhìn chất là ok rồi",5,1,chồng mặc không_chứ chất đồng_ý
1131,nhận được hàng của shop rồi. hàng đẹp nha. rất tuyệt vời. sẽ ủng hộ shop nhiều hơn khi có lương.kkkkkkkkkkkkk,5,1,hàng cửa tiệm hàng đẹp tuyệt_vời ủng_hộ cửa tiệm lương
1133,"Áo dày dặn,đẹp tuyệt vời,lót lông mịn,mặc ấm luôn.....nên mua nha mn....",5,1,áo dày_dặn đẹp tuyệt_vời lót lông mịn mặc ấm
1134,"Uiii quần đẹp lắm shop ơii , đúng ý em luônnn , vải mát nữaaaaaa , nao có tìn sẽ mua của shop tiếpppp ",5,1,uiii quần đẹp lắm cửa tiệm ơii luônnn vải mát nữaaaaaa tìn cửa tiệm
1135,Áo đẹp và ship nhanh. Chủ shop nhiệt tình lắm ah,5,1,áo đẹp chủ cửa tiệm nhiệt_tình lắm
1136,Áo đẹp dày dặn nặng tay lắm mmmmmmmm.............mjsksnjsjsin,5,1,áo đẹp dày_dặn lắm mmmmmmmm
1138,"Sản phẩm khá xịn, shop rep rất nhiệt tình, lại còn được tặng thêm khẩu trang rất tốt nữa!!! ",5,1,sản_phẩm xịn cửa tiệm đại_diện nhiệt_tình tặng khẩu tốt
1139,Áo đẹp nhưng size nhỏ. Chỉ hợp với người dưới 45kg thôi nhưng shop nói là người <68kg thì mặc đc. K hài lòng ở đó.,5,1,áo đẹp kích_thước hợp cửa tiệm mặc không_hài_lòng
1140,"Hàng màu sắc ko đc như hình ảnh!
Có nhiều đường chỉ may nỗi nhiều
Giao hàng nhanh lên vẫn giành 5 sao cho shop!",5,1,hàng màu_sắc đường nỗi hàng chóng giành
1141,"Hàng y hình, dày dặn, rất ấm. Mình cám ơn Shop nhé!",5,1,hàng hình dày_dặn ấm cám_ơn cửa tiệm
1142,", Tốc độ giao hàng tuyệt vời, Đáng giá tiền",5,1,tốc_độ hàng tuyệt_vời đáng_giá tiền
1143,"Quần đẹp y chang mẫu, mặc ôm, nhưng chắc sẽ ra màu. Với giá thành vậy k đòi hỏi gì thêm. ",5,1,quần đẹp mẫu mặc ôm màu giá_thành không_đòi_hỏi
1144,"Quần đẹp, vải đẹp. Mỗi tội theo mình tgaasy size có vẻ k đúng. Mình mua size 36 nhưng có vẻ vẫn nhỏ",5,1,quần đẹp vải đẹp tội tgaasy kích_thước kích_thước
1145,"Em thề là chất áo siêu đẹp á , còn rẻ nữa . Lấy về bán mà ưng cái bụng lắm ý . Mn nên mua nha , không mua phí lắm . Sẽ ủng hộ shop nhiều ❤️",5,1,thề chất áo đẹp rẻ ưng bụng lắm không_phí lắm ủng_hộ cửa tiệm yêu
1149,"Quần ok lắm nha ,vải ổn,hình ảnh và video chỉ mang hình thức nhận xuuu",5,1,quần đồng_ý lắm vải ổn hình_ảnh hình_thức
1150,K pit có đúng size chọn không? mà mk đặt màu đen xám ( bên ngoài vẫn ghi z ) mà lại giao màu này,5,1,không_pit kích_thước không màu đen xám màu
1152,"Sản phẩm giống như quảng cáo, sẽ tiếp tục ủng hộ shop tiếp lần sau",5,1,sản_phẩm quảng_cáo ủng_hộ cửa tiệm tiếp
1153,"áo khá ok, mặc mùa hè thì nóng, chỉ thừa có, bề mặt áo nhung có chỗ bị ngược chiều kbt nói sao nma ít , 100k thì ncl ổn",5,1,áo mặc mùa hè nóng thừa bề_mặt áo chỗ ngược chiều kbt nma ổn
1155,"Đẹp cực kì, giống như hình, đúng ý mình luôn. Chỉ có cái là hơi nhiều chỉ thừa, cắt là được.",5,1,đẹp cực_kì hình hơi thừa cắt
1157,"San pham rat dep ,toi rat thich giao hang de thuong ok nha shop",5,1,chuột chuột thích đồng_ý cửa tiệm
1158,"Đang đợi shop gửi nốt sản phẩm bị thiếu, tạm thời tặng shop 5* .",5,1,đợi cửa tiệm gửi nốt sản_phẩm tạm_thời tặng cửa tiệm
1162,"Áo đẹp,shop hỗ trợ đổi size,chất vải mát,mua được dịp sale nên giá cũng ok",5,1,áo đẹp_shop đổi chất vải mát dịp giảm_giá giá
1163,"Hàng oke lắm nhe, giao đúng màu, đúng size, chủ shop thân thiện. Thời gian giao hàng nhanh. Okee!!",5,1,hàng lắm màu chủ cửa tiệm thời hàng
1166,Áo không mỏng rất đáng mua giao hàng rất nhanh rất ưng nhaaaa vdkdldldmdepepeksbđbdhdíksjshdhđjnskwwvsbss,5,1,áo không_mỏng hàng chóng ưng
1173,"Tốt,đẹp so với giá tiền,mặc mát,hi vọng bền,mình 1m7-62kg mặc ok,điểm trừ là đường chỉ vẫn chưa đc chắc lắm và  bị hằn 1 chút chung quanh bụng khi mặc(dù quần mặc ko bị bó,rất thoải mái)",5,1,tốt_đẹp giá tiền mặc mát_vọng bền mặc trừ đường lắm hằn quánh bụng mặc_dù quần mặc không_bị bó thoải_mái
1174,"Chất vải mềm, mịn, xịn 😜 ko quá giày và ko quá mỏng. Mỗi tội hơi rộng xíu, mh m7 52kg mặc XL thấy ống hơi rộng, chắc phải bo ống vào 1 xíu, ai như mh nên đặt sz L chắc sẽ vừa hơn",5,1,chất vải mềm mịn xịn không_quá giày không_quá mỏng tội hơi rộng xíu mặc lỗi ống hơi rộng ống xíu sz
1175,Sản phẩm chất lượng. Rất đáng đồng tiền bát gạo nhé ae nên mua và trải nghiệm 😃 😃 😃,5,1,sản_phẩm đồng_tiền bát gạo trải_nghiệm
1177,"Áo quần đều đẹp, tư vấn đúng size mỗi tội giao hàng cực lâu đợi mòn mỏi. Với  bị giao sai áo này thành màu trắng lười đổi vì sợ đợi nữa.Shop khắc phục đc sẽ tốt hơn 
Sdt 0847669272",5,1,áo_quần đẹp tư_vấn kích_thước tội hàng cực đợi áo thành màu trắng lười đổi sợ đợi shop khắc_phục tốt
1178,"Hàng đẹp, đóng gói kĩ
Mà mua 3 màu khác nhau lại giao 2 cái màu giống nhau.",5,1,hàng đẹp đóng_gói kĩ màu màu
1180,Quá đẹp lại còn có cả làm thơm áo mọi người nên mua nhé.,5,1,đẹp thơm áo
1181,"Ship hàng nhanh lắm ạ, áo hơi nóng nhưng form đẹp :)))",5,1,hàng chóng lắm áo hơi nóng đẹp
1187,"** Ảnh và video chỉ để nhận xu **
Áo đẹp 1m7 nặng tầm 60kg mặc vừa, giao hàng, gói hàng cẩn thận",5,1,ảnh áo đẹp tầm mặc hàng gói hàng
1191,"Áo như hình nhưng mình mua cho thg em nhỏ size hơi to(2xl) nhưng giờ đổi ko được ,
Bạn nào có nhu cầu mình pass lại ạ mới nguyên si mặc thử đúng 1 lần .pass200k 
Sdt:0879450704",5,1,áo hình kích_thước hơi đổi cầu mới_nguyên mặc thử
1194,"Shop tư vấn nhiệt tình, giao hàng nhanh, đúng size, hành chất lượng,  hình ảnh và video mang tính chất nhận xu.",5,1,cửa tiệm tư_vấn nhiệt_tình hàng hành chất_lượng hình_ảnh tính_chất
1198,"Giao hàng nhanh, che tên sản phẩm , quần vải thoáng mát, săn được giá sale…",5,1,hàng sản_phẩm quần vải thoáng mát săn giá
1199,Mua về size hơi nhỏ nên mọi người chú ý để tránh mua không đúng size!!!,5,1,kích_thước hơi chú_ý không_đúng
1201,"Shop tư vấn và hổ trợ khách hàng rất tốt và rất nhiệt tình, sẽ ủng hộ shop nhiều nữa ",5,1,cửa tiệm tư_vấn hổ trợ khách_hàng tốt nhiệt_tình ủng_hộ cửa tiệm
1202,Quá tốt cho 1 sản phẩm tuyệt vời này,5,1,tốt sản_phẩm tuyệt_vời
1204,"Sản phẩm chất lượng quá tốt so với giá tiền, đã mua 2 lần và vẫn hài lòng",5,1,sản_phẩm chất_lượng tốt giá tiền
1207,Áoooo chất lượng lắm nhaaa nên mua nếu thích kiểu áo này gói hàng đẹp thơm nữa uwu,5,1,áoooo chất_lượng lắm thích kiểu áo gói hàng đẹp thơm
1208,Quần chật hơn size bình thường. Vải bình thường ko dày ko mỏng. Đường may dc,5,1,quần chật kích_thước vải bình_thường không_dày đường
1210,hình ảnh chỉ mang tính chất nhận xu. nhưng sp đẹp uủng hộ shop,5,1,hình_ảnh tính_chất đẹp hộ cửa
1211,"Áo đẹp lắm ah nên mua
HvvaujavavV hăjwba s sbsnajkNanbabababnwjwjskksk",5,1,áo đẹp lắm hvvaujavavv hăjwba
1213,"Sản phẩm đẹp 
Áo mặc dù mỏng nhưng phù hợp với giá tiền 
Giao hàng nhanh â",5,1,sản_phẩm đẹp áo mặc_dù mỏng giá tiền hàng chóng
1214,"đẹp lắm nha mọi người. nên mua ạ
gsgshssgsgshdgdgdhdggdgdgd",5,1,đẹp lắm
1215,"Áo rộng rãi, sản phẩm đúng như mô tả, giá rẻ. 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",5,1,áo rộng_rãi sản_phẩm mô_tả giá rẻ thích thích thích thích thích thích thích thích thích thích thích thích thích thích thích
1216,đồ tốt giao hàng nhanh rất đáng tiền mọi người nên ua ủng hộ shp,5,1,đồ tốt hàng chóng tiền ủng_hộ
1218,Sản phẩm chất lượng vải đẹp quần ống xuông ống quần hơi rộng một tí.,5,1,sản_phẩm chất_lượng vải đẹp quần ống xuông ống_quần hơi rộng
1219,"Áo chất đẹp, thoáng, mát, thấm hút mồ hôi. Shop tư vấn nhiệt tình. Mình mua cho chồng mình 1m76 67kg mặc thoải mái. Sản phẩm tốt, sẽ ủng hộ dài dài. ",5,1,áo chất đẹp thoáng mát thấm hút cửa tiệm tư_vấn chồng mặc sản_phẩm tốt ủng_hộ
1220,"Áo rất xink xẻo
Màu đep dày dặn
To rộng 
Chữ thêu xuất sắc 
😘😍🥰😗😛 cccc",5,1,áo xẻo màu đep dày_dặn rộng chữ thêu xuất_sắc cười_cười_cười thích
1221,"Quần đẹp ,đóng gói kĩ càng,shop tư  vấn rất nhiệt tình luôn giao nhầm mẫu nhưng đổi lại rất nhanh ,lại được shop tặng quà nữa ,tặng shop 5* sẽ ủng hộ shop dài dài ^^",5,1,quần đẹp kĩ_càng shop tư_vấn nhiệt_tình nhầm mẫu đổi chóng cửa tiệm tặng quà tặng cửa tiệm ủng_hộ cửa tiệm
1222,Nfjdjdjkdjdkd dnjdjdjdjdkd ndjdjdjdjjd ndjdjdjdjdj djdjjđjjdkd jdjdjdjdjd ndjdjdjdjdjd ndjdjdjdjdjd kdjdjdjdjdjd djjdjdjdjdkdk kdjdjdjdjdjdk,5,1,nfjdjdjkdjdkd dnjdjdjdjdkd ndjdjdjdjjd ndjdjdjdjdj djdjjđjjdkd jdjdjdjdjd ndjdjdjdjdjd ndjdjdjdjdjd kdjdjdjdjdjd djjdjdjdjdkdk
1224,Cho 10 * vì hàng quá tuyệt vời,5,1,hàng
1225,hộp khác so với ảnh shop đăng.nhưng mẫu thì đúng.chất liệu thì cũng mềm.k biết qua sd thì có bền k.nếu ok sẽ quay lại ủng hộ shop,5,1,hộp ảnh cửa tiệm đăng mẫu chất_liệu mềm bền đồng_ý ủng_hộ cửa tiệm
1228,Áo form đẹp dày dặn có lớp lót ấm. lên dáng đẹp co giãn tốt k bị nhão. chất sịn hơn cái lần trước mua rẻ 30_40k shop khác. nên mua nha,5,1,áo đẹp dày_dặn lớp lót ấm dáng đẹp giãn tốt không_bị chất sịn rẻ cửa tiệm
1229,"Này chất vải mỏng mát, như hình shop, rất đẹp mặc thoải mái 😗😗😗😗😗😗😗😗😗😗😗😗 xịnnnn",5,1,chất vải mỏng mát hình_shop đẹp mặc thoải_mái thích thích thích thích thích thích thích thích thích thích thích thích
1230,Uejehdudbdudbejebehsbdhudbduebejebeuhebeuebwhbj đẹp nhưng mác bị rách tí,5,1,uejehdudbdudbejebehsbdhudbduebejebeuhebeuebwhbj đẹp mác rách
1231,"Chuẩn bị và ship hàng nhanh. Màu đẹp, dễ phối đồ tuy nhiên vải khá mỏng, ko biết giặt nhiều có dễ bị nhàu ko?! Nhưng phù hợp với thời tiết SG nóng nực👍",5,1,hàng màu đẹp phối đồ nhiên vải mỏng giặt nhàu thời_tiết nóng
1232,"Quần đẹp nha,shop gói hàng kĩ nhaaaaaa,cuteeeeeeeeeeeee xĩu",5,1,quần đẹp gói hàng kĩ nhaaaaaa cuteeeeeeeeeeeee
1233,"Áo nỉ siu ấm chỉ thêu thì chắc chắn Lên form ổn tôn dáng phần da bóng mịn sờ mát tay k mua thì hơi phí nhé Shop tư vấn cho mình size chuẩn lắm ý,mình cao m7 nặng 65kg mặc xl đến mông Cảm ơn shop nhiều lắm ạ Đánh giá 5 sao cho shop và mình sẽ quay lại ạ🥰",5,1,áo nỉ ấm thêu form ổn tôn dáng bóng mịn sờ mát không_thì hơi phí cửa tiệm tư_vấn kích_thước chuẩn lắm mặc lỗi mông cửa tiệm lắm cửa tiệm
1234,Áo đẹp vải mịn mỗi tội hơi mỏng xíu. Hoàn thiện sp tốt trong tầm giá,5,1,áo đẹp vải mịn tội hơi mỏng hoàn_thiện tốt tầm giá
1235,Hình ảnh video mang tính nhận xu. Áo đẹp mà hơi mỏng xíu .nói chung là rất đáng tiền.giao  3 4 hôm là có rùi nha,5,1,hình_ảnh áo đẹp hơi mỏng xíu tiền hôm
1236,"Ok.sản phẩm tuyệt vời,có 1 điểm trừ là size k đều nhau cái to cái nhỏ",5,1,sản_phẩm tuyệt_vời trừ kích_thước không_đều
1238,"Cũng chim ưng, chất vải quần đũi cũng dc, giao hàng siêu nhanh. Mn nen mua nha
Sản phẩm tạm được,mát
Giá cả hợp lý
Sẽ còn ủng hộ shop khi có nhu cầu 
Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn
Rất đáng tiền",5,1,ưng chất vải quần đũi hàng sản_phẩm tạm mát giá_cả hợp_lý ủng_hộ cửa tiệm cầu chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền
1240,"Shop giao hàng nhanh, sản phẩm đẹp, chất vải mát, giá cả hợp lý, nhưng mình muốn mua size to hơn (trên 80kg) thì không có, shop còn gửi cả thư tay cảm ơn nữa, cảm ơn và sẽ tiếp tục ủng hộ shop",5,1,cửa tiệm hàng sản_phẩm đẹp chất vải mát giá_cả hợp_lý kích_thước cửa tiệm gửi thư ủng_hộ cửa tiệm
1241,Áo rất đẹp giao hàng nhanh mình rất hài lòng,5,1,áo đẹp hàng chóng hài_lòng
1242,"Quần đẹp shiper thân thiện 
Hình ảnh mang tính chất nhận xu",5,1,quần đẹp shiper thân_thiện hình_ảnh tính_chất
1243,Minh ms nhận áo mặc thử vừa luôn Áo đẹp. Shop giao hàng nhanh. ,5,1,áo mặc thử áo đẹp cửa tiệm hàng
1244,"Sản phẩm đẹp 
Chất lượng ok
Giao hàng nhanh
Sẽ ủng hộ shop lần sau",5,1,sản_phẩm đẹp chất_lượng đồng_ý hàng chóng ủng_hộ cửa tiệm
1248,áo đẹp với ok lắm nun mng nhe giao cũng nhanh nắm ý shop còn thân thiện nứa hihi ncl 1010,5,1,áo đẹp đồng_ý lắm nun chóng nắm cửa tiệm thân_thiện nứa
1253,Áo giống hình… vải hơi nóng… giao hàng nhanh… giá ổn… ❤️❤️❤️❤️❤️,5,1,áo hình vải hơi nóng hàng giá ổn yêu
1255,"Sản phẩm tuyệt vời, đóng gói cẩn thận, giao hàng nhanh chóng",5,1,sản_phẩm tuyệt_vời đóng_gói cẩn_thận hàng chóng
1257,Áo đẹp . vải thì cũng đẹp nha mấy má mà áo mới mua nên thum thủm quá 😖🥵🤢,5,1,áo đẹp vải đẹp má áo thum_thủm
1258,"Màu áo như hình. Sale được giá tốt (73k). Vải dầy, chắc sẽ nóng. Thời gian giao hàng chậm. Chắc do dịch",5,1,màu áo hình giá giá tốt vải dầy nóng thời hàng chậm dịch
