device_brand,os,screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,internet
Others,Others,5.28,1.3,0.3,32.0,0.25,820.0,90.0,2013,695,2.337952237,3.041183536,no
Others,Android,12.7,5.0,0.3,16.0,4.0,2000.0,128.0,2013,816,3.555348061,4.615813346,no
Others,Android,10.16,3.15,0.3,16.0,4.0,1500.0,128.0,2013,566,3.215269329,4.379398183,no
Others,Android,7.75,2.0,0.3,512.0,0.25,1000.0,105.0,2013,897,2.714694744,3.71210758,no
Others,Android,10.29,5.0,0.3,16.0,4.0,2000.0,144.0,2013,1028,3.847377812,4.623108331,no
Others,Android,10.16,5.0,0.3,16.0,4.0,1600.0,137.0,2013,793,3.888549649,4.606569207,no
Others,Android,12.78,8.0,2.0,16.0,4.0,2800.0,190.0,2013,1006,4.27652722,4.856551279,no
Others,Android,12.7,8.0,2.0,16.0,4.0,2000.0,170.0,2013,855,4.016563185,4.865069877,no
Others,Android,12.7,5.0,0.3,16.0,4.0,2000.0,170.0,2013,909,3.929666441,4.611549793,no
Others,Android,7.75,2.0,0.3,512.0,0.25,1500.0,120.0,2013,1038,3.405521353,4.397161522,no
Others,Others,5.28,1.3,0.3,64.0,0.25,1400.0,95.0,2013,729,2.709382646,3.362802994,no
Others,Others,5.18,0.3,0.3,32.0,0.25,820.0,90.0,2013,883,2.460443178,3.394843908,no
Others,Others,5.08,1.3,0.3,64.0,0.25,620.0,69.0,2013,990,2.23644529,3.007166651,no
Others,Android,12.88,12.0,5.0,16.0,4.0,2600.0,220.0,2013,689,4.199755077,5.439947129,no
Others,Android,12.7,13.0,5.0,16.0,4.0,2000.0,145.0,2013,745,4.192076051,5.442028024,no
Others,Android,10.34,8.0,2.0,16.0,4.0,1800.0,125.0,2013,902,3.581572601,5.187665096,no
Others,Android,12.78,8.0,2.0,16.0,4.0,2200.0,210.0,2013,956,4.004602187,5.072545364,no
Others,Android,12.88,8.0,1.3,16.0,4.0,2800.0,243.0,2013,1060,4.416186486,5.398207949,no
Others,Android,10.29,8.0,1.3,16.0,4.0,1800.0,148.0,2013,608,4.153242203,5.562180507,no
Others,Android,10.29,5.0,0.3,16.0,4.0,1800.0,145.0,2013,850,4.231784971,5.195453731,no
Others,Android,14.35,12.0,8.0,128.0,4.0,3100.0,168.0,2018,578,5.086608193,5.969039986,4g
Others,Android,14.35,12.0,8.0,64.0,4.0,3100.0,163.0,2018,586,4.579339426,5.736894826,4g
Others,Android,12.83,12.0,8.0,64.0,4.0,3400.0,183.0,2018,567,4.464067345,5.440381006,4g
Others,Android,12.75,12.0,8.0,64.0,4.0,3100.0,165.0,2018,454,4.472552661,5.245391161,4g
Others,Android,12.75,8.0,5.0,16.0,4.0,3100.0,155.0,2017,819,4.286753954,5.127825562,4g
Others,Android,12.75,13.0,5.0,32.0,4.0,3100.0,155.0,2017,890,4.279024447,5.240158452,4g
Others,Android,12.83,12.0,8.0,64.0,4.0,3400.0,183.0,2017,809,4.722508678,5.560950826,4g
Others,Android,12.75,12.0,8.0,64.0,4.0,3100.0,165.0,2017,756,4.511189123,5.346154696,4g
Others,Android,12.75,12.0,8.0,64.0,4.0,3100.0,158.0,2017,564,4.784821514,5.911744704,4g
Others,Android,12.75,16.0,8.0,32.0,4.0,3100.0,153.0,2017,843,4.623501143,5.670983763,4g
Others,Android,12.7,8.0,5.0,16.0,4.0,3080.0,140.0,2016,789,4.054563692,5.069595787,4g
Others,Android,12.7,13.0,5.0,16.0,4.0,3080.0,140.0,2016,992,4.606369467,5.247602852,4g
Others,Android,12.7,16.0,5.0,32.0,4.0,3050.0,139.0,2016,681,4.653579325,5.393536633,4g
Others,Android,12.7,16.0,8.0,16.0,4.0,3200.0,145.0,2016,546,4.3447141,5.700978547,4g
Others,Android,12.7,13.0,5.0,16.0,4.0,2850.0,139.0,2015,542,4.604670061,5.336094731,4g
Others,Android,12.7,13.0,5.0,16.0,4.0,2900.0,148.0,2015,863,4.432719749,5.444407072,4g
Others,Android,12.7,13.0,5.0,16.0,4.0,3120.0,144.0,2015,889,4.733827218,5.561911643,4g
Others,Android,12.83,13.0,5.0,16.0,4.0,3620.0,162.0,2015,774,4.765331338,5.694876265,4g
Others,Android,10.29,8.0,5.0,32.0,4.0,2470.0,115.0,2015,928,4.127295662,5.190565104,4g
Others,Android,25.43,5.0,2.0,16.0,4.0,7280.0,470.0,2015,696,4.484018984,5.439773525,no
Others,Android,10.16,8.0,1.3,16.0,4.0,1800.0,173.8,2013,575,4.069710281,5.597569744,4g
Others,Others,5.18,2.0,8.0,16.0,4.0,2300.0,130.0,2018,723,3.853121898,4.705739241,4g
Others,Android,12.7,13.0,8.0,32.0,4.0,5000.0,218.0,2017,745,4.969743853,6.107089701,4g
Others,Android,10.34,8.0,2.0,16.0,4.0,4000.0,200.0,2017,714,4.202301704,5.79963796,4g
Others,Android,12.75,16.0,8.0,64.0,4.0,4500.0,250.0,2018,443,4.777020443,6.802339206,4g
Others,Android,10.34,13.0,5.0,32.0,4.0,3800.0,153.0,2016,930,5.260511652,6.476695401,4g
Others,Android,10.29,5.0,2.0,32.0,4.0,3000.0,181.0,2015,759,4.81818259,5.828298349,4g
Others,Android,10.34,8.0,2.0,16.0,4.0,3000.0,185.0,2015,688,4.618875833,6.087229169,4g
Others,Others,5.08,2.0,2.0,24.0,4.0,1000.0,101.0,2015,691,3.151453149,4.948263313,no
Others,Android,10.34,8.0,0.3,32.0,4.0,2630.0,185.0,2014,1023,4.306898912,6.130073651,4g
Others,Android,10.16,5.0,0.3,16.0,4.0,2000.0,170.0,2013,802,3.486151088,5.519819572,no
Others,Others,5.13,3.15,0.3,128.0,0.25,1150.0,136.0,2013,590,4.149621578,4.942784627,no
Others,Others,5.08,2.0,0.3,16.0,4.0,1300.0,161.0,2013,630,3.193763124,4.940784912,no
Celkon,Android,10.16,5.0,1.3,16.0,4.0,1400.0,122.0,2014,549,3.662792119,4.38688979,no
Celkon,Android,10.16,5.0,1.3,16.0,4.0,1400.0,122.0,2014,1035,3.493776563,4.390986376,no
Celkon,Android,10.16,5.0,1.3,16.0,4.0,1400.0,122.0,2014,573,3.654288009,4.398023008,no
Celkon,Android,12.7,8.0,2.0,16.0,4.0,1400.0,149.0,2014,995,4.085640122,4.786491242,no
Celkon,Android,12.7,5.0,0.3,32.0,4.0,1400.0,147.0,2014,661,3.950281718,4.474149924,no
Celkon,Android,10.16,3.15,1.3,512.0,0.25,1400.0,115.3,2014,932,3.028683374,4.093177214,no
Celkon,Android,10.29,8.0,1.3,16.0,4.0,2000.0,130.0,2014,1027,3.537184091,4.608664075,no
Celkon,Android,7.75,3.15,0.3,512.0,4.0,1400.0,102.0,2014,573,2.68988623,3.684118137,no
Celkon,Android,10.29,5.0,1.3,16.0,4.0,1400.0,78.2,2014,985,3.693120448,4.380149875,no
Celkon,Android,12.7,5.0,0.3,16.0,4.0,1400.0,140.0,2013,1059,3.758172281,4.053001599,no
Celkon,Android,10.29,5.0,1.3,16.0,4.0,1400.0,140.0,2013,965,3.765608987,4.505460342,no
Celkon,Android,7.75,3.15,0.3,512.0,0.25,1400.0,140.0,2013,567,2.911807039,3.905602438,no
Celkon,Others,7.75,1.3,0.3,256.0,0.25,1200.0,140.0,2013,836,2.466403178,3.349553149,no
Celkon,Others,5.18,1.3,0.3,256.0,0.25,1800.0,140.0,2013,586,2.333114298,2.951780386,no
Celkon,Others,5.28,1.3,0.3,256.0,0.25,1400.0,140.0,2013,561,2.063058062,3.025776395,no
Celkon,Others,5.23,1.3,0.3,256.0,0.25,1400.0,140.0,2013,796,2.242835089,3.023347441,no
Celkon,Others,5.23,0.3,0.3,256.0,0.25,1400.0,140.0,2013,687,2.315501318,3.068517943,no
Celkon,Android,12.7,8.0,1.3,16.0,4.0,1400.0,140.0,2013,567,3.898532415,4.507005937,no
Celkon,Android,10.16,3.15,0.3,512.0,0.25,1400.0,140.0,2013,637,2.800325477,3.884651809,no
Celkon,Android,10.16,3.15,0.3,256.0,0.25,1400.0,140.0,2013,778,3.116621591,4.070564034,no
Celkon,Android,7.75,1.3,0.3,256.0,0.25,1400.0,140.0,2013,945,2.884800713,3.934371409,no
Celkon,Android,12.7,12.0,3.0,16.0,4.0,1400.0,177.0,2013,779,4.035478809,5.297116646,no
Celkon,Android,10.16,5.0,0.3,512.0,0.25,1400.0,140.0,2013,942,3.171784217,4.256463412,no
Celkon,Android,10.34,8.0,0.3,256.0,0.25,1400.0,140.0,2013,831,4.312408568,4.930870326,no
Celkon,Others,10.16,2.0,0.3,256.0,0.25,1200.0,140.0,2013,635,2.85819286,3.639163862,no
Celkon,Others,7.75,2.0,0.3,256.0,0.25,1200.0,140.0,2013,569,2.877511642,3.659193144,no
Celkon,Others,5.18,1.3,0.3,256.0,0.25,1800.0,140.0,2013,899,2.35991016,2.977568303,no
Celkon,Others,5.18,1.3,0.3,256.0,0.25,1500.0,140.0,2013,818,2.429217744,3.383712067,no
Celkon,Others,5.23,1.3,0.3,256.0,0.25,1400.0,140.0,2013,980,2.621038824,3.683112859,no
Celkon,Others,5.23,1.3,0.3,256.0,0.25,3000.0,140.0,2013,787,2.584751985,3.384729189,no
Celkon,Android,11.76,5.0,0.3,256.0,0.25,1400.0,140.0,2013,857,4.335720882,4.787825021,no
Celkon,Android,11.76,8.0,0.3,256.0,0.25,1400.0,140.0,2013,563,4.493791598,4.883029169,no
Celkon,Android,7.75,3.15,0.3,256.0,0.25,1400.0,98.0,2013,1034,4.187075661,4.239454497,no
Coolpad,Android,15.29,,8.0,64.0,4.0,4000.0,177.0,2018,655,4.634146294,5.007095704,4g
Coolpad,Android,12.83,12.0,13.0,64.0,4.0,3200.0,152.0,2017,791,4.564348191,5.85904682,4g
Coolpad,Android,12.7,13.0,8.0,16.0,4.0,2500.0,148.0,2017,671,4.132121927,4.784570814,4g
Coolpad,Android,12.83,13.0,8.0,64.0,4.0,4060.0,167.0,2016,851,4.443004135,5.30420003,4g
Coolpad,Android,12.7,13.0,8.0,16.0,4.0,2500.0,148.0,2017,555,4.527532916,5.344055258,4g
Coolpad,Android,12.83,16.0,8.0,128.0,4.0,4070.0,168.0,2016,820,4.53464042,6.04339264,4g
Coolpad,Android,12.83,8.0,8.0,16.0,4.0,3050.0,170.0,2016,646,4.231784971,4.702206148,4g
Coolpad,Android,12.83,13.0,8.0,32.0,4.0,4010.0,173.4,2016,661,4.55039716,5.207133661,4g
Coolpad,Android,12.83,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,4.201553369,5.190398024,4g
Coolpad,Android,12.83,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,4.207226719,4.379523504,4g
Coolpad,Android,12.83,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,4.146146061,5.299067085,4g
Coolpad,Android,12.83,13.0,5.0,16.0,4.0,3000.0,168.0,2016,1028,4.107096246,4.769158036,4g
Coolpad,Android,12.83,13.0,5.0,64.0,4.0,2800.0,170.0,2016,703,4.91125685,5.941748955,4g
Coolpad,Android,12.7,8.0,2.0,32.0,4.0,2000.0,125.0,2016,1040,4.046553898,4.871219958,4g
Coolpad,Android,10.34,8.0,5.0,16.0,4.0,1800.0,120.0,2016,755,4.274858931,5.193567775,4g
Coolpad,Android,12.7,13.0,5.0,16.0,4.0,2500.0,142.0,2016,779,4.204095426,4.686381441,4g
Coolpad,Android,12.83,13.0,5.0,16.0,4.0,3000.0,138.5,2015,1014,4.131158535,4.774490931,4g
Coolpad,Android,12.83,13.0,5.0,32.0,4.0,2500.0,138.5,2015,883,4.590259573,5.301263024,4g
Coolpad,Android,12.83,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,4.349890765,5.082521753,4g
Coolpad,Android,10.34,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,4.243339115,5.021179508,4g
Others,Android,25.53,8.0,2.0,32.0,4.0,7000.0,597.0,2015,848,4.964730962,6.129268051,4g
Others,Android,20.42,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,4.658047226,5.517332407,4g
Others,Android,20.32,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,4.273466561,4.865455368,no
Others,Android,17.78,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,3.834061464,4.585171539,no
Others,Android,20.35,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,5.820705882,6.801738993,4g
Others,Android,12.57,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,4.14472077,4.874051629,4g
Others,Android,12.57,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,4.403910428,4.517758729,no
Others,Android,12.7,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,4.395066248,5.43929596,4g
Others,Others,5.28,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,3.277144733,3.693618208,no
Others,Android,5.18,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,4.263524591,4.786074072,4g
Others,Android,12.83,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,5.163470824,6.109669716,4g
Others,Android,12.93,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,4.933538244,5.885409346,4g
Others,Android,12.83,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,4.619368905,5.246286958,4g
Others,Android,12.83,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,4.410006521,4.781976562,4g
Others,Android,12.7,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,3.97724879,4.385271365,no
Others,Android,12.75,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,4.892902257,5.799122957,4g
Others,Others,5.18,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,3.24376354,3.881976084,no
Others,Others,5.18,0.3,5.0,32.0,4.0,1000.0,92.0,2017,629,3.259249719,3.667144962,4g
Others,Android,10.16,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,3.055886196,4.05958057,no
Others,Android,12.7,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,4.037068494,4.388008706,no
Others,Android,10.29,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,3.88567903,4.270536259,no
Others,Android,12.7,8.0,5.0,32.0,4.0,2000.0,150.0,2015,1031,3.897924081,4.628593701,no
Others,Android,12.7,13.0,5.0,32.0,4.0,2000.0,150.0,2014,944,4.512616204,5.255201075,no
Others,Android,10.16,8.0,0.3,16.0,4.0,1400.0,121.0,2014,1061,3.985830933,4.59643212,no
Others,Android,12.7,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,4.355682659,6.089452955,no
Others,Android,10.16,5.0,0.3,16.0,4.0,1400.0,154.5,2013,863,3.902376628,4.949610592,no
Others,Android,10.29,5.0,0.3,16.0,4.0,2000.0,147.7,2013,619,4.140114296,4.997279839,no
Others,Android,10.29,8.0,2.0,16.0,4.0,1700.0,147.0,2013,715,3.664586762,5.302608148,no
Others,Android,12.7,13.0,2.0,16.0,4.0,2000.0,168.0,2013,994,4.499365127,5.39648709,no
Others,Android,12.7,13.0,2.0,16.0,4.0,1900.0,165.0,2013,966,4.254761284,5.561296826,no
Others,Android,10.29,8.0,2.0,16.0,4.0,1700.0,150.5,2013,944,4.484921613,5.39494486,no
Others,Android,10.16,5.0,0.3,16.0,4.0,1500.0,130.5,2013,727,4.143610804,5.011035214,no
Gionee,Android,13.84,8.0,5.0,16.0,4.0,2670.0,135.6,2018,645,4.351567427,4.879994956,4g
Gionee,Android,15.27,13.0,8.0,64.0,4.0,3600.0,177.0,2017,854,4.902975842,6.213807778,4g
Gionee,Android,15.21,13.0,8.0,64.0,4.0,3410.0,165.0,2017,778,4.961655112,5.7676958,4g
Gionee,Android,12.88,13.0,16.0,32.0,4.0,3030.0,141.0,2017,619,4.789073824,5.298367365,4g
Gionee,Android,16.33,13.0,8.0,128.0,4.0,5000.0,241.0,2017,726,4.999506936,6.507695536,4g
Gionee,Android,15.24,13.0,8.0,64.0,4.0,5000.0,199.0,2017,847,4.881513214,5.553889385,4g
Gionee,Android,15.27,13.0,8.0,64.0,4.0,4000.0,180.0,2017,603,4.372481222,5.889957708,4g
Gionee,Android,15.24,12.0,8.0,64.0,4.0,6020.0,215.0,2017,623,4.991656327,6.131726365,4g
Gionee,Android,15.24,13.0,20.0,64.0,4.0,4550.0,226.0,2017,756,4.825670246,5.915042361,4g
Gionee,Android,12.83,13.0,16.0,64.0,4.0,4010.0,182.0,2017,750,4.571303116,5.635503634,4g
Gionee,Android,12.78,13.0,8.0,32.0,4.0,4000.0,162.0,2017,660,4.260141447,5.520700629,4g
Gionee,Android,12.88,13.0,8.0,128.0,4.0,7000.0,238.0,2016,656,5.674628257,7.047204129,4g
Gionee,Android,12.7,8.0,5.0,16.0,4.0,4000.0,160.0,2016,567,4.195395806,5.347583608,4g
Gionee,Android,12.7,8.0,5.0,16.0,4.0,2300.0,167.0,2016,819,4.310262068,4.942713278,4g
Gionee,Android,12.83,13.0,13.0,64.0,4.0,3000.0,168.2,2016,992,4.465563232,5.916633236,4g
Gionee,Android,12.83,13.0,5.0,32.0,4.0,3065.0,183.0,2016,819,4.356452384,5.248864483,4g
Gionee,Android,12.83,13.0,8.0,32.0,4.0,3150.0,166.0,2016,970,4.645640119,5.63432521,4g
Gionee,Android,12.83,13.0,8.0,64.0,4.0,3130.0,170.0,2016,835,5.007497042,5.971236329,4g
Gionee,Android,10.29,5.0,2.0,32.0,4.0,1800.0,153.0,2016,606,3.745968421,4.485485343,no
Gionee,Android,10.21,16.0,5.0,64.0,4.0,2530.0,207.7,2016,873,5.073359671,6.307478942,4g
Gionee,Android,12.83,16.0,8.0,64.0,4.0,3000.0,147.2,2016,694,5.161695489,6.110025058,4g
Gionee,Android,12.7,8.0,5.0,16.0,4.0,4000.0,167.6,2016,941,4.199905058,4.78574021,no
Gionee,Android,12.83,8.0,5.0,16.0,4.0,5000.0,200.0,2015,713,4.295106163,5.823726137,4g
Gionee,Android,15.24,13.0,5.0,64.0,4.0,5020.0,208.0,2015,945,4.336898507,6.039516344,4g
Gionee,Android,12.7,8.0,5.0,32.0,4.0,4000.0,183.0,2015,779,4.507667605,5.131613221,4g
Gionee,Android,12.7,5.0,2.0,16.0,4.0,2000.0,153.0,2015,1069,3.573468603,4.512287059,no
Gionee,Android,12.83,13.0,5.0,32.0,4.0,3150.0,147.0,2015,829,4.803036954,5.667740703,4g
Gionee,Android,12.7,8.0,5.0,16.0,4.0,2400.0,136.6,2015,967,4.138520925,4.87557893,4g
Gionee,Android,15.24,24.0,8.0,64.0,4.0,3500.0,210.0,2015,1022,5.3574821,6.174743978,4g
Gionee,Android,12.7,8.0,5.0,16.0,4.0,5000.0,176.0,2015,1054,4.548494009,5.392672545,4g
Gionee,Android,12.83,13.0,5.0,32.0,4.0,6020.0,211.0,2015,892,5.004885462,5.799153259,4g
Gionee,Android,10.29,5.0,2.0,32.0,4.0,1800.0,176.0,2015,886,3.883829271,4.791068671,no
Gionee,Android,12.75,13.0,8.0,16.0,4.0,2700.0,125.3,2015,623,4.904904339,5.985672807,4g
Gionee,Android,12.7,8.0,2.0,32.0,4.0,5000.0,180.3,2014,950,4.160912273,5.137737732,no
Gionee,Android,10.36,8.0,5.0,16.0,4.0,2050.0,97.7,2014,911,4.185555442,5.479054335,no
Gionee,Android,12.7,5.0,2.0,32.0,4.0,1950.0,150.0,2015,595,4.033709524,4.802380355,no
Gionee,Android,10.29,5.0,2.0,32.0,4.0,1800.0,88.2,2014,547,3.89324785,4.598246271,no
Gionee,Android,12.7,13.0,5.0,16.0,4.0,2300.0,133.0,2014,699,4.783232686,5.602635293,no
Gionee,Android,10.34,13.0,0.3,16.0,4.0,1800.0,142.9,2013,1000,4.461415282,5.427106281,no
Gionee,Android,12.83,16.0,8.0,16.0,4.0,2500.0,150.0,2013,738,4.632104187,5.831325137,4g
Gionee,Android,12.7,13.0,5.0,32.0,4.0,2000.0,142.9,2013,632,4.417031744,5.522580291,no
Gionee,Android,10.36,8.0,5.0,16.0,4.0,2000.0,135.0,2013,894,4.360675309,5.297066585,no
Gionee,Android,10.34,8.0,2.0,16.0,4.0,1800.0,142.9,2013,753,3.86388263,5.192289962,no
Gionee,Android,12.7,8.0,2.0,16.0,4.0,4200.0,115.35,2014,614,3.689129423,4.865532448,no
Gionee,Android,12.88,13.0,5.0,16.0,4.0,3200.0,115.35,2014,939,4.256179925,5.395534817,no
Gionee,Android,12.83,5.0,0.3,16.0,4.0,2250.0,142.9,2013,682,3.660222745,4.699297849,no
Gionee,Android,12.78,8.0,2.0,16.0,4.0,3000.0,142.9,2013,755,3.938664936,5.063923264,no
Gionee,Android,12.7,8.0,0.3,16.0,4.0,2100.0,142.9,2013,541,3.740047741,4.603268379,no
Gionee,Android,10.24,5.0,0.3,16.0,4.0,1700.0,142.9,2013,872,3.374511116,4.524285457,no
Gionee,Android,10.16,5.0,0.3,16.0,4.0,1700.0,142.9,2013,779,3.348850901,4.249209273,no
Gionee,Android,7.75,2.0,0.3,512.0,0.25,1500.0,142.9,2013,602,3.104586678,4.099166253,no
Gionee,Android,10.03,2.0,0.3,16.0,4.0,1700.0,142.9,2013,848,3.47010136,4.494908792,no
Gionee,Android,7.75,3.15,0.3,16.0,4.0,1500.0,142.9,2013,824,3.335057579,4.097173889,no
Gionee,Android,10.24,5.0,0.3,16.0,4.0,1800.0,142.9,2013,834,3.812865434,4.606968568,no
Gionee,Android,10.29,5.0,0.3,16.0,4.0,1800.0,142.9,2013,688,3.535145354,4.698113932,no
Gionee,Android,11.81,8.0,1.0,16.0,4.0,2100.0,142.9,2013,719,4.346787983,5.140844508,no
Google,Android,15.32,12.2,,64.0,4.0,3430.0,184.0,2018,475,5.573825638,6.865974492,4g
Google,Android,12.83,12.2,,64.0,4.0,2915.0,148.0,2018,424,4.464988155,6.745083397,4g
Google,Android,12.7,12.2,8.0,64.0,4.0,2700.0,143.0,2017,890,4.825028346,6.310845121,4g
Google,Android,15.24,12.2,8.0,64.0,4.0,3520.0,175.0,2017,554,5.247760643,6.272367443,4g
Google,Android,12.83,12.3,8.0,32.0,4.0,3450.0,168.0,2016,1021,5.042586055,5.936955562,4g
Google,Android,12.7,12.3,8.0,32.0,4.0,2770.0,143.0,2016,848,4.565077092,5.671810095,4g
Google,Android,25.45,8.0,2.0,32.0,4.0,9240.0,517.0,2015,584,5.032201072,5.826059103,no
Others,Android,12.83,13.0,5.0,32.0,4.0,3000.0,160.0,2017,556,4.177306083,4.783734694,4g
Honor,Android,15.77,13.0,32.0,256.0,4.0,3400.0,164.0,2019,372,5.303105883,5.343147318,4g
Honor,Android,15.77,13.0,32.0,128.0,4.0,3400.0,164.0,2019,289,4.974178757,5.634396669,4g
Honor,Android,15.47,13.0,8.0,64.0,4.0,3020.0,150.0,2019,431,4.782144136,5.296165052,4g
Honor,Android,20.32,8.0,8.0,64.0,4.0,5100.0,310.0,2019,190,4.789822358,5.295964601,4g
Honor,Android,15.34,13.0,25.0,256.0,4.0,4000.0,180.0,2018,410,5.414677168,6.346828632,4g
Honor,Android,16.23,13.0,16.0,128.0,4.0,3500.0,206.0,2019,396,5.131081447,6.218121918,4g
Honor,Android,16.23,13.0,14.5,128.0,4.0,3500.0,206.0,2018,443,4.896570338,6.309263518,4g
Honor,Android,15.47,13.0,8.0,32.0,4.0,3020.0,150.0,2019,283,4.270955399,4.610356713,4g
Honor,Android,15.77,13.0,24.0,64.0,4.0,3400.0,162.0,2018,720,4.743278588,5.345391774,4g
Honor,Android,15.9,13.0,8.0,32.0,4.0,4000.0,167.0,2018,680,4.353241283,5.136386499,4g
Honor,Android,15.37,13.0,16.0,64.0,4.0,3750.0,175.0,2018,718,4.961234944,5.602598411,4g
Honor,Android,18.08,13.0,8.0,64.0,4.0,5000.0,210.0,2018,535,4.64851699,5.521660898,4g
Honor,Android,17.65,13.0,13.0,128.0,4.0,5000.0,230.0,2018,557,4.698296164,5.989412443,4g
Honor,Android,14.83,13.0,16.0,64.0,4.0,3000.0,152.0,2018,626,4.938637914,5.390303847,4g
Honor,Android,15.32,13.0,16.0,64.0,4.0,3750.0,176.0,2018,455,5.078667704,5.766381616,4g
Honor,Android,13.84,13.0,5.0,16.0,4.0,3020.0,142.0,2018,697,4.406475315,4.700389453,4g
Honor,Android,14.83,13.0,24.0,64.0,4.0,3400.0,153.0,2018,420,5.302857047,5.993612239,4g
Honor,Android,12.88,13.0,8.0,32.0,4.0,3000.0,150.0,2018,663,4.243769809,4.776093698,4g
Honor,Android,15.21,13.0,8.0,32.0,4.0,3000.0,164.0,2018,641,4.480400299,5.293103799,4g
Honor,Android,14.35,13.0,8.0,64.0,4.0,3000.0,149.0,2017,778,4.671613143,5.242170206,4g
Honor,Android,15.06,13.0,8.0,64.0,4.0,3340.0,165.0,2017,628,4.819555496,5.663828159,4g
Honor,Android,15.21,13.0,13.0,128.0,4.0,3750.0,172.0,2017,814,4.687303016,5.917091155,4g
Honor,Android,12.75,13.0,8.0,32.0,4.0,3000.0,145.0,2017,632,4.609759638,5.192734604,4g
Honor,Android,13.08,13.0,8.0,64.0,4.0,3200.0,155.0,2017,751,4.477450444,5.742682624,4g
Honor,Android,12.7,13.0,5.0,32.0,4.0,3020.0,143.0,2017,683,4.177459469,4.856551279,4g
Honor,Android,12.88,12.0,8.0,64.0,4.0,4000.0,184.0,2017,557,4.825670246,5.969448973,4g
Honor,Android,12.93,12.0,8.0,64.0,4.0,2900.0,145.0,2016,729,4.839767887,5.989713014,4g
Honor,Android,12.88,12.0,8.0,32.0,4.0,3500.0,170.0,2016,675,4.714114273,5.767038924,4g
Honor,Android,20.32,8.0,2.0,16.0,4.0,4800.0,340.0,2016,1027,4.356324137,5.433765671,4g
Honor,Android,12.83,13.0,8.0,64.0,4.0,3300.0,162.0,2016,595,4.703928958,5.187665096,4g
Honor,Android,12.83,13.0,8.0,16.0,4.0,3100.0,168.0,2016,670,4.29374172,4.932169121,4g
Honor,Android,15.39,13.0,5.0,32.0,4.0,4500.0,219.0,2016,1014,4.420405648,5.992014396,4g
Honor,Android,12.75,12.0,8.0,32.0,4.0,3000.0,153.0,2016,1039,4.790487252,5.555630434,4g
Honor,Android,12.7,13.0,5.0,16.0,4.0,2200.0,140.0,2016,672,4.424607082,4.78548974,4g
Honor,Android,12.75,13.0,8.0,16.0,4.0,3300.0,156.0,2016,556,4.596835549,5.135739612,4g
Honor,Android,12.7,13.0,5.0,16.0,4.0,4000.0,160.0,2016,1001,4.455393261,4.946416722,4g
Honor,Android,12.83,13.0,5.0,16.0,4.0,3000.0,158.0,2015,826,4.46383701,5.193512252,4g
Honor,Android,12.75,13.0,13.0,32.0,4.0,3100.0,160.0,2015,592,4.765416535,5.737604023,4g
Honor,Android,12.75,20.0,8.0,16.0,4.0,3100.0,157.0,2015,960,4.405132623,5.705481031,4g
Honor,Android,10.29,8.0,2.0,32.0,4.0,1730.0,159.0,2015,894,3.883006056,4.248209487,no
Honor,Android,12.7,13.0,5.0,32.0,4.0,2550.0,162.0,2015,727,4.315352501,5.137913845,no
Honor,Android,12.83,8.0,8.0,16.0,4.0,3600.0,165.0,2014,1083,4.321878462,5.765253797,4g
Honor,Android,12.83,13.0,5.0,32.0,4.0,3000.0,165.0,2014,904,4.572337029,5.294409742,4g
Honor,Android,12.7,8.0,2.0,16.0,4.0,2000.0,156.0,2014,700,3.981362484,4.62399194,no
Honor,Android,12.7,8.0,2.0,32.0,4.0,2000.0,160.0,2014,847,3.855875845,4.605070181,4g
Honor,Android,12.7,8.0,2.0,16.0,4.0,2000.0,156.0,2014,545,3.872658282,4.862057943,no
Honor,Android,12.7,13.0,5.0,16.0,4.0,3100.0,130.0,2014,829,4.640151155,5.674628257,4g
